,date,product_detail,product_category,product_type,revenue
366,2023-01-07,Peppermint,Loose Tea,Herbal tea,8.95
367,2023-01-07,Jumbo Savory Scone,Bakery,Scone,37.52
368,2023-01-07,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,60.0
369,2023-01-07,Oatmeal Scone,Bakery,Scone,18.0
370,2023-01-07,Croissant,Bakery,Pastry,17.5
371,2023-01-07,Cappuccino Lg,Coffee,Barista Espresso,51.0
372,2023-01-07,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,32.0
373,2023-01-07,Peppermint Lg,Tea,Brewed herbal tea,72.0
374,2023-01-07,Latte,Coffee,Barista Espresso,56.25
375,2023-01-07,Peppermint Rg,Tea,Brewed herbal tea,50.0
376,2023-01-08,Espresso Roast,Coffee beans,Espresso Beans,29.5
377,2023-01-08,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,71.3
378,2023-01-08,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
379,2023-01-08,Chocolate syrup,Flavours,Regular syrup,5.6
380,2023-01-08,Ethiopia Lg,Coffee,Gourmet brewed coffee,63.0
381,2023-01-08,Cappuccino,Coffee,Barista Espresso,52.5
382,2023-01-08,English Breakfast Rg,Tea,Brewed Black tea,67.5
383,2023-01-08,Jumbo Savory Scone,Bakery,Scone,46.9
384,2023-01-08,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,45.9
385,2023-01-08,Chocolate Chip Biscotti,Bakery,Biscotti,38.5
386,2023-01-08,Chocolate Croissant,Bakery,Pastry,82.5
387,2023-01-08,I Need My Bean! Latte cup,Branded,Housewares,28.0
388,2023-01-08,Serenity Green Tea Rg,Tea,Brewed Green tea,22.5
389,2023-01-08,Oatmeal Scone,Bakery,Scone,24.0
390,2023-01-08,Traditional Blend Chai Rg,Tea,Brewed Chai tea,57.5
391,2023-01-08,Our Old Time Diner Blend Rg,Coffee,Drip coffee,30.0
392,2023-01-08,Peppermint Rg,Tea,Brewed herbal tea,17.5
393,2023-01-08,Scottish Cream Scone ,Bakery,Scone,49.5
394,2023-01-08,Morning Sunrise Chai,Loose Tea,Chai tea,9.5
395,2023-01-08,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,73.5
396,2023-01-08,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,40.0
397,2023-01-08,Cappuccino Lg,Coffee,Barista Espresso,59.5
398,2023-01-08,Peppermint Lg,Tea,Brewed herbal tea,30.0
399,2023-01-08,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,57.0
400,2023-01-08,Traditional Blend Chai Lg,Tea,Brewed Chai tea,21.0
401,2023-01-08,Latte,Coffee,Barista Espresso,86.25
402,2023-01-08,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,48.75
403,2023-01-08,Ouro Brasileiro shot,Coffee,Barista Espresso,9.0
404,2023-01-08,Carmel syrup,Flavours,Regular syrup,15.2
405,2023-01-08,Serenity Green Tea,Loose Tea,Green tea,18.5
406,2023-01-08,Lemon Grass Lg,Tea,Brewed herbal tea,42.0
407,2023-01-08,Brazilian - Organic,Coffee beans,Organic Beans,72.0
408,2023-01-08,Brazilian Rg,Coffee,Organic brewed coffee,39.0
409,2023-01-08,Espresso shot,Coffee,Barista Espresso,42.0
410,2023-01-08,Ethiopia Sm,Coffee,Gourmet brewed coffee,24.2
411,2023-01-08,Hazelnut syrup,Flavours,Regular syrup,10.4
412,2023-01-08,Our Old Time Diner Blend Sm,Coffee,Drip coffee,44.0
413,2023-01-08,Guatemalan Sustainably Grown,Coffee beans,Green beans,10.0
414,2023-01-08,Latte Rg,Coffee,Barista Espresso,55.25
415,2023-01-08,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,58.5
416,2023-01-08,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
417,2023-01-08,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,34.3
418,2023-01-08,English Breakfast Lg,Tea,Brewed Black tea,63.0
419,2023-01-08,Croissant,Bakery,Pastry,21.0
420,2023-01-08,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,46.5
421,2023-01-08,Peppermint,Loose Tea,Herbal tea,8.95
422,2023-01-08,Lemon Grass,Loose Tea,Herbal tea,8.95
423,2023-01-08,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,32.0
424,2023-01-08,Earl Grey Lg,Tea,Brewed Black tea,54.0
425,2023-01-08,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,13.6
426,2023-01-08,Our Old Time Diner Blend Lg,Coffee,Drip coffee,33.0
427,2023-01-08,Ethiopia,Coffee beans,Gourmet Beans,42.0
428,2023-01-08,Earl Grey Rg,Tea,Brewed Black tea,50.0
429,2023-01-08,Cranberry Scone,Bakery,Scone,24.36
430,2023-01-08,Ginger Scone,Bakery,Scone,16.24
431,2023-01-08,Chili Mayan,Packaged Chocolate,Drinking Chocolate,13.33
432,2023-01-08,Ethiopia Rg,Coffee,Gourmet brewed coffee,57.0
433,2023-01-08,Brazilian Sm,Coffee,Organic brewed coffee,24.2
434,2023-01-08,Hazelnut Biscotti,Bakery,Biscotti,22.75
435,2023-01-08,Lemon Grass Rg,Tea,Brewed herbal tea,32.5
436,2023-01-08,Organic Decaf Blend,Coffee beans,Organic Beans,22.5
437,2023-01-08,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,70.0
438,2023-01-08,Columbian Medium Roast,Coffee beans,Gourmet Beans,15.0
439,2023-01-08,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,7.6
440,2023-01-08,Traditional Blend Chai,Loose Tea,Chai tea,17.9
441,2023-01-08,Brazilian Lg,Coffee,Organic brewed coffee,24.5
442,2023-01-08,Ginger Biscotti,Bakery,Biscotti,48.18
443,2023-01-08,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,18.75
444,2023-01-08,Serenity Green Tea Lg,Tea,Brewed Green tea,39.0
445,2023-01-08,Almond Croissant,Bakery,Pastry,18.75
446,2023-01-08,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,57.5
447,2023-01-08,English Breakfast,Loose Tea,Black tea,8.95
448,2023-01-08,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,90.25
449,2023-01-09,Earl Grey,Loose Tea,Black tea,8.95
450,2023-01-09,English Breakfast,Loose Tea,Black tea,26.85
451,2023-01-09,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,40.0
452,2023-01-09,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,20.0
453,2023-01-09,Ouro Brasileiro shot,Coffee,Barista Espresso,12.0
454,2023-01-09,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,31.85
455,2023-01-09,Almond Croissant,Bakery,Pastry,3.75
456,2023-01-09,Peppermint Lg,Tea,Brewed herbal tea,36.0
457,2023-01-09,I Need My Bean! T-shirt,Branded,Clothing,28.0
458,2023-01-09,Cranberry Scone,Bakery,Scone,28.42
459,2023-01-09,Lemon Grass Rg,Tea,Brewed herbal tea,37.5
460,2023-01-09,Guatemalan Sustainably Grown,Coffee beans,Green beans,10.0
461,2023-01-09,Ethiopia,Coffee beans,Gourmet Beans,21.0
462,2023-01-09,Latte Rg,Coffee,Barista Espresso,76.5
463,2023-01-09,Lemon Grass Lg,Tea,Brewed herbal tea,36.0
464,2023-01-09,Jumbo Savory Scone,Bakery,Scone,32.83
465,2023-01-09,Carmel syrup,Flavours,Regular syrup,5.6
466,2023-01-09,Hazelnut syrup,Flavours,Regular syrup,6.4
467,2023-01-09,Columbian Medium Roast,Coffee beans,Gourmet Beans,15.0
468,2023-01-09,Dark chocolate,Packaged Chocolate,Drinking Chocolate,6.4
469,2023-01-09,Our Old Time Diner Blend Lg,Coffee,Drip coffee,39.0
470,2023-01-09,Chili Mayan,Packaged Chocolate,Drinking Chocolate,53.32
471,2023-01-09,Brazilian Sm,Coffee,Organic brewed coffee,26.4
472,2023-01-09,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,82.5
473,2023-01-09,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,52.7
474,2023-01-09,Traditional Blend Chai,Loose Tea,Chai tea,8.95
475,2023-01-09,Traditional Blend Chai Rg,Tea,Brewed Chai tea,57.5
476,2023-01-09,Croissant,Bakery,Pastry,35.0
477,2023-01-09,Ginger Biscotti,Bakery,Biscotti,26.28
478,2023-01-09,Scottish Cream Scone ,Bakery,Scone,27.0
479,2023-01-09,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,56.1
480,2023-01-09,Our Old Time Diner Blend Sm,Coffee,Drip coffee,24.0
481,2023-01-09,Our Old Time Diner Blend,Coffee beans,House blend Beans,36.0
482,2023-01-09,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,55.0
483,2023-01-09,Espresso Roast,Coffee beans,Espresso Beans,14.75
484,2023-01-09,Earl Grey Lg,Tea,Brewed Black tea,30.0
485,2023-01-09,Brazilian Rg,Coffee,Organic brewed coffee,42.0
486,2023-01-09,Earl Grey Rg,Tea,Brewed Black tea,42.5
487,2023-01-09,English Breakfast Rg,Tea,Brewed Black tea,20.0
488,2023-01-09,Organic Decaf Blend,Coffee beans,Organic Beans,22.5
489,2023-01-09,Ethiopia Sm,Coffee,Gourmet brewed coffee,46.2
490,2023-01-09,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,27.0
491,2023-01-09,Ethiopia Rg,Coffee,Gourmet brewed coffee,45.0
492,2023-01-09,Chocolate Croissant,Bakery,Pastry,56.25
493,2023-01-09,Ethiopia Lg,Coffee,Gourmet brewed coffee,66.5
494,2023-01-09,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,68.2
495,2023-01-09,English Breakfast Lg,Tea,Brewed Black tea,15.0
496,2023-01-09,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,60.0
497,2023-01-09,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,114.0
498,2023-01-09,Traditional Blend Chai Lg,Tea,Brewed Chai tea,60.0
499,2023-01-09,Oatmeal Scone,Bakery,Scone,12.0
500,2023-01-09,Chocolate Chip Biscotti,Bakery,Biscotti,28.0
501,2023-01-09,Peppermint Rg,Tea,Brewed herbal tea,35.0
502,2023-01-09,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,108.0
503,2023-01-09,Brazilian - Organic,Coffee beans,Organic Beans,18.0
504,2023-01-09,Serenity Green Tea Rg,Tea,Brewed Green tea,55.0
505,2023-01-09,Cappuccino,Coffee,Barista Espresso,52.5
506,2023-01-09,Espresso shot,Coffee,Barista Espresso,21.0
507,2023-01-09,Jamacian Coffee River,Coffee beans,Premium Beans,39.5
508,2023-01-09,Morning Sunrise Chai,Loose Tea,Chai tea,9.5
509,2023-01-09,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,45.0
510,2023-01-09,Our Old Time Diner Blend Rg,Coffee,Drip coffee,35.0
511,2023-01-09,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,42.0
512,2023-01-09,Peppermint,Loose Tea,Herbal tea,26.85
513,2023-01-09,Primo Espresso Roast,Coffee beans,Espresso Beans,40.9
514,2023-01-09,Cappuccino Lg,Coffee,Barista Espresso,59.5
515,2023-01-09,Brazilian Lg,Coffee,Organic brewed coffee,7.0
516,2023-01-09,Serenity Green Tea Lg,Tea,Brewed Green tea,63.0
517,2023-01-09,Hazelnut Biscotti,Bakery,Biscotti,13.0
518,2023-01-09,I Need My Bean! Latte cup,Branded,Housewares,70.0
519,2023-01-09,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,15.2
520,2023-01-09,Ginger Scone,Bakery,Scone,16.24
521,2023-01-09,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,3.2
522,2023-01-09,Latte,Coffee,Barista Espresso,71.25
523,2023-01-10,Brazilian Rg,Coffee,Organic brewed coffee,39.0
524,2023-01-10,Ouro Brasileiro shot,Coffee,Barista Espresso,27.0
525,2023-01-10,Oatmeal Scone,Bakery,Scone,36.0
526,2023-01-10,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,22.4
527,2023-01-10,Serenity Green Tea Rg,Tea,Brewed Green tea,57.5
528,2023-01-10,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,15.2
529,2023-01-10,Traditional Blend Chai Lg,Tea,Brewed Chai tea,63.0
530,2023-01-10,Organic Decaf Blend,Coffee beans,Organic Beans,22.5
531,2023-01-10,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,60.0
532,2023-01-10,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,80.0
533,2023-01-10,English Breakfast Lg,Tea,Brewed Black tea,51.0
534,2023-01-10,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
535,2023-01-10,Jamacian Coffee River,Coffee beans,Premium Beans,19.75
536,2023-01-10,Our Old Time Diner Blend Lg,Coffee,Drip coffee,48.0
537,2023-01-10,Earl Grey Rg,Tea,Brewed Black tea,57.5
538,2023-01-10,Traditional Blend Chai,Loose Tea,Chai tea,8.95
539,2023-01-10,Chocolate syrup,Flavours,Regular syrup,11.2
540,2023-01-10,Jumbo Savory Scone,Bakery,Scone,37.52
541,2023-01-10,Ginger Biscotti,Bakery,Biscotti,35.04
542,2023-01-10,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,62.5
543,2023-01-10,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,59.5
544,2023-01-10,Peppermint Lg,Tea,Brewed herbal tea,39.0
545,2023-01-10,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,42.5
546,2023-01-10,Scottish Cream Scone ,Bakery,Scone,18.0
547,2023-01-10,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,38.25
548,2023-01-10,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,47.5
549,2023-01-10,Morning Sunrise Chai,Loose Tea,Chai tea,9.5
550,2023-01-10,Brazilian Sm,Coffee,Organic brewed coffee,50.6
551,2023-01-10,Our Old Time Diner Blend Rg,Coffee,Drip coffee,42.5
552,2023-01-10,Brazilian - Organic,Coffee beans,Organic Beans,18.0
553,2023-01-10,Almond Croissant,Bakery,Pastry,33.75
554,2023-01-10,Latte Rg,Coffee,Barista Espresso,85.0
555,2023-01-10,Espresso shot,Coffee,Barista Espresso,27.0
556,2023-01-10,English Breakfast Rg,Tea,Brewed Black tea,40.0
557,2023-01-10,Hazelnut syrup,Flavours,Regular syrup,9.6
558,2023-01-10,Cappuccino,Coffee,Barista Espresso,45.0
559,2023-01-10,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,24.5
560,2023-01-10,Chocolate Croissant,Bakery,Pastry,60.0
561,2023-01-10,Chocolate Chip Biscotti,Bakery,Biscotti,42.0
562,2023-01-10,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,52.7
563,2023-01-10,Ginger Scone,Bakery,Scone,28.42
564,2023-01-10,Ethiopia Lg,Coffee,Gourmet brewed coffee,52.5
565,2023-01-10,Carmel syrup,Flavours,Regular syrup,16.8
566,2023-01-10,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,34.0
567,2023-01-10,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,76.5
568,2023-01-10,Ethiopia Rg,Coffee,Gourmet brewed coffee,57.0
569,2023-01-10,Earl Grey Lg,Tea,Brewed Black tea,57.0
570,2023-01-10,Serenity Green Tea,Loose Tea,Green tea,9.25
571,2023-01-10,Ethiopia Sm,Coffee,Gourmet brewed coffee,13.2
572,2023-01-10,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
573,2023-01-10,Traditional Blend Chai Rg,Tea,Brewed Chai tea,30.0
574,2023-01-10,Latte,Coffee,Barista Espresso,82.5
575,2023-01-10,I Need My Bean! Diner mug,Branded,Housewares,36.0
576,2023-01-10,Hazelnut Biscotti,Bakery,Biscotti,19.5
577,2023-01-10,Croissant,Bakery,Pastry,31.5
578,2023-01-10,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,62.0
579,2023-01-10,Cappuccino Lg,Coffee,Barista Espresso,68.0
580,2023-01-10,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,52.5
581,2023-01-10,Lemon Grass Lg,Tea,Brewed herbal tea,39.0
582,2023-01-10,Earl Grey,Loose Tea,Black tea,17.9
583,2023-01-10,Serenity Green Tea Lg,Tea,Brewed Green tea,27.0
584,2023-01-10,Civet Cat,Coffee beans,Premium Beans,45.0
585,2023-01-10,Our Old Time Diner Blend Sm,Coffee,Drip coffee,44.0
586,2023-01-10,Lemon Grass Rg,Tea,Brewed herbal tea,27.5
587,2023-01-10,Brazilian Lg,Coffee,Organic brewed coffee,28.0
588,2023-01-10,Peppermint,Loose Tea,Herbal tea,8.95
589,2023-01-10,Ethiopia,Coffee beans,Gourmet Beans,21.0
590,2023-01-10,Peppermint Rg,Tea,Brewed herbal tea,50.0
591,2023-01-10,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,71.25
592,2023-01-10,Cranberry Scone,Bakery,Scone,36.54
593,2023-01-11,Cappuccino,Coffee,Barista Espresso,33.75
594,2023-01-11,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,101.25
595,2023-01-11,Our Old Time Diner Blend Rg,Coffee,Drip coffee,45.0
596,2023-01-11,Ginger Scone,Bakery,Scone,28.42
597,2023-01-11,Dark chocolate,Packaged Chocolate,Drinking Chocolate,6.4
598,2023-01-11,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,25.0
599,2023-01-11,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,74.4
600,2023-01-11,Ethiopia Lg,Coffee,Gourmet brewed coffee,38.5
601,2023-01-11,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,30.4
602,2023-01-11,I Need My Bean! Latte cup,Branded,Housewares,42.0
603,2023-01-11,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,25.0
604,2023-01-11,Earl Grey Lg,Tea,Brewed Black tea,36.0
605,2023-01-11,English Breakfast Rg,Tea,Brewed Black tea,37.5
606,2023-01-11,Chocolate Chip Biscotti,Bakery,Biscotti,10.5
607,2023-01-11,Latte,Coffee,Barista Espresso,78.75
608,2023-01-11,Ouro Brasileiro shot,Coffee,Barista Espresso,6.0
609,2023-01-11,Peppermint Lg,Tea,Brewed herbal tea,60.0
610,2023-01-11,Brazilian Sm,Coffee,Organic brewed coffee,39.6
611,2023-01-11,Peppermint Rg,Tea,Brewed herbal tea,32.5
612,2023-01-11,Cappuccino Lg,Coffee,Barista Espresso,34.0
613,2023-01-11,Chocolate syrup,Flavours,Regular syrup,15.2
614,2023-01-11,Ethiopia Rg,Coffee,Gourmet brewed coffee,42.0
615,2023-01-11,Ginger Biscotti,Bakery,Biscotti,35.04
616,2023-01-11,Jumbo Savory Scone,Bakery,Scone,9.38
617,2023-01-11,Our Old Time Diner Blend Sm,Coffee,Drip coffee,12.0
618,2023-01-11,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,43.4
619,2023-01-11,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,18.0
620,2023-01-11,Chocolate Croissant,Bakery,Pastry,71.25
621,2023-01-11,Traditional Blend Chai,Loose Tea,Chai tea,17.9
622,2023-01-11,Ethiopia Sm,Coffee,Gourmet brewed coffee,48.4
623,2023-01-11,Scottish Cream Scone ,Bakery,Scone,36.0
624,2023-01-11,Serenity Green Tea Rg,Tea,Brewed Green tea,37.5
625,2023-01-11,Espresso shot,Coffee,Barista Espresso,63.0
626,2023-01-11,Brazilian Lg,Coffee,Organic brewed coffee,56.0
627,2023-01-11,English Breakfast Lg,Tea,Brewed Black tea,57.0
628,2023-01-11,Earl Grey Rg,Tea,Brewed Black tea,40.0
629,2023-01-11,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,20.0
630,2023-01-11,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,21.0
631,2023-01-11,I Need My Bean! T-shirt,Branded,Clothing,28.0
632,2023-01-11,Hazelnut Biscotti,Bakery,Biscotti,35.75
633,2023-01-11,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,25.5
634,2023-01-11,Croissant,Bakery,Pastry,21.0
635,2023-01-11,Earl Grey,Loose Tea,Black tea,8.95
636,2023-01-11,Lemon Grass Rg,Tea,Brewed herbal tea,40.0
637,2023-01-11,Brazilian Rg,Coffee,Organic brewed coffee,42.0
638,2023-01-11,Civet Cat,Coffee beans,Premium Beans,90.0
639,2023-01-11,Oatmeal Scone,Bakery,Scone,21.0
640,2023-01-11,Traditional Blend Chai Rg,Tea,Brewed Chai tea,20.0
641,2023-01-11,Lemon Grass Lg,Tea,Brewed herbal tea,54.0
642,2023-01-11,Primo Espresso Roast,Coffee beans,Espresso Beans,20.45
643,2023-01-11,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,51.0
644,2023-01-11,Latte Rg,Coffee,Barista Espresso,72.25
645,2023-01-11,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,49.5
646,2023-01-11,Serenity Green Tea Lg,Tea,Brewed Green tea,54.0
647,2023-01-11,I Need My Bean! Diner mug,Branded,Housewares,36.0
648,2023-01-11,Cranberry Scone,Bakery,Scone,40.6
649,2023-01-11,Hazelnut syrup,Flavours,Regular syrup,8.8
650,2023-01-11,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,36.0
651,2023-01-11,Traditional Blend Chai Lg,Tea,Brewed Chai tea,60.0
652,2023-01-11,Almond Croissant,Bakery,Pastry,18.75
653,2023-01-11,Morning Sunrise Chai,Loose Tea,Chai tea,28.5
654,2023-01-11,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,123.5
655,2023-01-11,Carmel syrup,Flavours,Regular syrup,12.0
656,2023-01-11,Our Old Time Diner Blend,Coffee beans,House blend Beans,18.0
657,2023-01-11,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,44.1
658,2023-01-11,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,63.75
659,2023-01-11,Our Old Time Diner Blend Lg,Coffee,Drip coffee,27.0
660,2023-01-12,Chocolate Chip Biscotti,Bakery,Biscotti,31.5
661,2023-01-12,Sustainably Grown Organic,Packaged Chocolate,Organic Chocolate,15.2
662,2023-01-12,Cranberry Scone,Bakery,Scone,24.36
663,2023-01-12,Lemon Grass,Loose Tea,Herbal tea,8.95
664,2023-01-12,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,90.0
665,2023-01-12,Cappuccino,Coffee,Barista Espresso,33.75
666,2023-01-12,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,38.0
667,2023-01-12,I Need My Bean! Diner mug,Branded,Housewares,12.0
668,2023-01-12,Ethiopia Rg,Coffee,Gourmet brewed coffee,39.0
669,2023-01-12,Serenity Green Tea,Loose Tea,Green tea,18.5
670,2023-01-12,Our Old Time Diner Blend Sm,Coffee,Drip coffee,16.0
671,2023-01-12,Brazilian Lg,Coffee,Organic brewed coffee,80.5
672,2023-01-12,Croissant,Bakery,Pastry,49.0
673,2023-01-12,English Breakfast,Loose Tea,Black tea,8.95
674,2023-01-12,Almond Croissant,Bakery,Pastry,37.5
675,2023-01-12,Latte Rg,Coffee,Barista Espresso,68.0
676,2023-01-12,Ginger Scone,Bakery,Scone,36.54
677,2023-01-12,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,42.5
678,2023-01-12,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,15.5
679,2023-01-12,Ethiopia Sm,Coffee,Gourmet brewed coffee,33.0
680,2023-01-12,Earl Grey Rg,Tea,Brewed Black tea,72.5
681,2023-01-12,Primo Espresso Roast,Coffee beans,Espresso Beans,40.9
682,2023-01-12,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,46.5
683,2023-01-12,Our Old Time Diner Blend Lg,Coffee,Drip coffee,39.0
684,2023-01-12,Peppermint,Loose Tea,Herbal tea,8.95
685,2023-01-12,Oatmeal Scone,Bakery,Scone,18.0
686,2023-01-12,Serenity Green Tea Lg,Tea,Brewed Green tea,33.0
687,2023-01-12,Ouro Brasileiro shot,Coffee,Barista Espresso,24.0
688,2023-01-12,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,58.5
689,2023-01-12,Espresso Roast,Coffee beans,Espresso Beans,14.75
690,2023-01-12,Our Old Time Diner Blend Rg,Coffee,Drip coffee,55.0
691,2023-01-12,Ethiopia,Coffee beans,Gourmet Beans,21.0
692,2023-01-12,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,51.45
693,2023-01-12,Traditional Blend Chai Rg,Tea,Brewed Chai tea,50.0
694,2023-01-12,Our Old Time Diner Blend,Coffee beans,House blend Beans,18.0
695,2023-01-12,Hazelnut syrup,Flavours,Regular syrup,8.8
696,2023-01-12,Guatemalan Sustainably Grown,Coffee beans,Green beans,10.0
697,2023-01-12,Espresso shot,Coffee,Barista Espresso,51.0
698,2023-01-12,Traditional Blend Chai Lg,Tea,Brewed Chai tea,21.0
699,2023-01-12,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,26.0
700,2023-01-12,Cappuccino Lg,Coffee,Barista Espresso,68.0
701,2023-01-12,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,63.75
702,2023-01-12,Ginger Biscotti,Bakery,Biscotti,26.28
703,2023-01-12,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,9.6
704,2023-01-12,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,40.0
705,2023-01-12,Chocolate Croissant,Bakery,Pastry,67.5
706,2023-01-12,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,24.5
707,2023-01-12,Earl Grey Lg,Tea,Brewed Black tea,30.0
708,2023-01-12,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,38.25
709,2023-01-12,Scottish Cream Scone ,Bakery,Scone,22.5
710,2023-01-12,Brazilian Sm,Coffee,Organic brewed coffee,44.0
711,2023-01-12,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,24.0
712,2023-01-12,Ethiopia Lg,Coffee,Gourmet brewed coffee,17.5
713,2023-01-12,Brazilian Rg,Coffee,Organic brewed coffee,45.0
714,2023-01-12,Carmel syrup,Flavours,Regular syrup,20.8
715,2023-01-12,Peppermint Rg,Tea,Brewed herbal tea,30.0
716,2023-01-12,Hazelnut Biscotti,Bakery,Biscotti,26.0
717,2023-01-12,Jamacian Coffee River,Coffee beans,Premium Beans,19.75
718,2023-01-12,Spicy Eye Opener Chai,Loose Tea,Chai tea,10.95
719,2023-01-12,Latte,Coffee,Barista Espresso,22.5
720,2023-01-12,Lemon Grass Lg,Tea,Brewed herbal tea,30.0
721,2023-01-12,Peppermint Lg,Tea,Brewed herbal tea,30.0
722,2023-01-12,Serenity Green Tea Rg,Tea,Brewed Green tea,50.0
723,2023-01-12,Chocolate syrup,Flavours,Regular syrup,18.4
724,2023-01-12,Jumbo Savory Scone,Bakery,Scone,32.83
725,2023-01-12,English Breakfast Lg,Tea,Brewed Black tea,51.0
726,2023-01-12,English Breakfast Rg,Tea,Brewed Black tea,42.5
